Offene Stellen,Wirtschaftsabteilung,Quartal,job_vacancies
Job vacancies - total,64-66 Finance and assurance,2010Q4,4902.0
Job vacancies - total,64-66 Finance and assurance,2011Q1,5251.0
Job vacancies - total,64-66 Finance and assurance,2011Q2,5034.0
Job vacancies - total,64-66 Finance and assurance,2011Q3,3974.0
Job vacancies - total,64-66 Finance and assurance,2011Q4,3751.0
Job vacancies - total,64-66 Finance and assurance,2012Q1,4303.0
Job vacancies - total,64-66 Finance and assurance,2012Q2,4129.0
Job vacancies - total,64-66 Finance and assurance,2012Q3,3808.0
Job vacancies - total,64-66 Finance and assurance,2012Q4,3391.0
Job vacancies - total,64-66 Finance and assurance,2013Q1,4257.0
Job vacancies - total,64-66 Finance and assurance,2013Q2,3732.0
Job vacancies - total,64-66 Finance and assurance,2013Q3,3847.0
Job vacancies - total,64-66 Finance and assurance,2013Q4,3757.0
Job vacancies - total,64-66 Finance and assurance,2014Q1,4360.0
Job vacancies - total,64-66 Finance and assurance,2014Q2,4409.0
Job vacancies - total,64-66 Finance and assurance,2014Q3,4425.0
Job vacancies - total,64-66 Finance and assurance,2014Q4,4240.0
Job vacancies - total,64-66 Finance and assurance,2015Q1,4440.0
Job vacancies - total,64-66 Finance and assurance,2015Q2,4525.0
Job vacancies - total,64-66 Finance and assurance,2015Q3,4735.0
Job vacancies - total,64-66 Finance and assurance,2015Q4,4412.0
Job vacancies - total,64-66 Finance and assurance,2016Q1,4955.0
Job vacancies - total,64-66 Finance and assurance,2016Q2,4936.0
Job vacancies - total,64-66 Finance and assurance,2016Q3,4677.0
Job vacancies - total,64-66 Finance and assurance,2016Q4,4416.0
Job vacancies - total,64-66 Finance and assurance,2017Q1,5765.0
Job vacancies - total,64-66 Finance and assurance,2017Q2,5131.0
Job vacancies - total,64-66 Finance and assurance,2017Q3,5089.0
Job vacancies - total,64-66 Finance and assurance,2017Q4,5740.0
Job vacancies - total,64-66 Finance and assurance,2018Q1,4859.0
Job vacancies - total,64-66 Finance and assurance,2018Q2,5058.0
Job vacancies - total,64-66 Finance and assurance,2018Q3,5161.0
Job vacancies - total,64-66 Finance and assurance,2018Q4,5130.0
Job vacancies - total,64-66 Finance and assurance,2019Q1,5435.0
Job vacancies - total,64-66 Finance and assurance,2019Q2,5514.0
Job vacancies - total,64-66 Finance and assurance,2019Q3,5543.0
Job vacancies - total,64-66 Finance and assurance,2019Q4,5316.0
Job vacancies - total,64-66 Finance and assurance,2020Q1,4647.0
Job vacancies - total,64-66 Finance and assurance,2020Q2,3808.0
Job vacancies - total,64-66 Finance and assurance,2020Q3,3956.0
Job vacancies - total,64-66 Finance and assurance,2020Q4,4211.0
Job vacancies - total,64-66 Finance and assurance,2021Q1,4498.0
Job vacancies - total,64-66 Finance and assurance,2021Q2,5316.0
Job vacancies - total,64-66 Finance and assurance,2021Q3,6426.0
Job vacancies - total,64-66 Finance and assurance,2021Q4,6634.0
Job vacancies - total,64-66 Finance and assurance,2022Q1,7407.0
Job vacancies - total,64-66 Finance and assurance,2022Q2,8360.0
Job vacancies - total,64-66 Finance and assurance,2022Q3,7897.0
Job vacancies - total,64-66 Finance and assurance,2022Q4,7203.0
Job vacancies - total,64-66 Finance and assurance,2023Q1,6618.0
Job vacancies - total,64-66 Finance and assurance,2023Q2,6773.0
Job vacancies - total,64-66 Finance and assurance,2023Q3,6434.0
Job vacancies - total,64-66 Finance and assurance,2023Q4,6270.0
Job vacancies - total,64-66 Finance and assurance,2024Q1,5898.0
Job vacancies - total,64-66 Finance and assurance,2024Q2,5933.0
Job vacancies - total,64-66 Finance and assurance,2024Q3,5474.0
Job vacancies - total,64-66 Finance and assurance,2024Q4,5206.0
Job vacancies - total,64-66 Finance and assurance,2025Q1,5575.0
Job vacancies - total,64-66 Finance and assurance,2025Q2,5030.0
Job vacancies - total,64-66 Finance and assurance,2025Q3,4451.0
Job vacancies - total,64-66 Finance and assurance,2025Q4,4747.0
Job vacancies - total,68-75 Real estate and scientific service activities,1992Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1992Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1992Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1993Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1993Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1993Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1993Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1994Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1994Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1994Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1994Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1995Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1995Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1995Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1995Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1996Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1996Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1996Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1996Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1997Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1997Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1997Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1997Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1998Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1998Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1998Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1998Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,1999Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,1999Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,1999Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,1999Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,2000Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,2000Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,2000Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,2000Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,2001Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,2001Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,2001Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,2001Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,2002Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,2002Q2,
Job vacancies - total,68-75 Real estate and scientific service activities,2002Q3,
Job vacancies - total,68-75 Real estate and scientific service activities,2002Q4,
Job vacancies - total,68-75 Real estate and scientific service activities,2003Q1,
Job vacancies - total,68-75 Real estate and scientific service activities,2003Q2,3436.0
Job vacancies - total,68-75 Real estate and scientific service activities,2003Q3,2403.0
Job vacancies - total,68-75 Real estate and scientific service activities,2003Q4,2615.0
Job vacancies - total,68-75 Real estate and scientific service activities,2004Q1,3888.0
Job vacancies - total,68-75 Real estate and scientific service activities,2004Q2,4041.0
Job vacancies - total,68-75 Real estate and scientific service activities,2004Q3,3181.0
Job vacancies - total,68-75 Real estate and scientific service activities,2004Q4,3122.0
Job vacancies - total,68-75 Real estate and scientific service activities,2005Q1,3385.0
Job vacancies - total,68-75 Real estate and scientific service activities,2005Q2,4206.0
Job vacancies - total,68-75 Real estate and scientific service activities,2005Q3,3950.0
Job vacancies - total,68-75 Real estate and scientific service activities,2005Q4,4857.0
Job vacancies - total,68-75 Real estate and scientific service activities,2006Q1,6004.0
Job vacancies - total,68-75 Real estate and scientific service activities,2006Q2,6410.0
Job vacancies - total,68-75 Real estate and scientific service activities,2006Q3,6314.0
Job vacancies - total,68-75 Real estate and scientific service activities,2006Q4,6915.0
Job vacancies - total,68-75 Real estate and scientific service activities,2007Q1,7632.0
Job vacancies - total,68-75 Real estate and scientific service activities,2007Q2,8846.0
Job vacancies - total,68-75 Real estate and scientific service activities,2007Q3,9212.0
Job vacancies - total,68-75 Real estate and scientific service activities,2007Q4,8099.0
Job vacancies - total,68-75 Real estate and scientific service activities,2008Q1,8710.0
Job vacancies - total,68-75 Real estate and scientific service activities,2008Q2,8224.0
Job vacancies - total,68-75 Real estate and scientific service activities,2008Q3,7561.0
Job vacancies - total,68-75 Real estate and scientific service activities,2008Q4,6413.0
Job vacancies - total,68-75 Real estate and scientific service activities,2009Q1,5922.0
Job vacancies - total,68-75 Real estate and scientific service activities,2009Q2,6361.0
Job vacancies - total,68-75 Real estate and scientific service activities,2009Q3,5916.0
Job vacancies - total,68-75 Real estate and scientific service activities,2009Q4,6335.0
Job vacancies - total,68-75 Real estate and scientific service activities,2010Q1,6465.0
Job vacancies - total,68-75 Real estate and scientific service activities,2010Q2,8186.0
Job vacancies - total,68-75 Real estate and scientific service activities,2010Q3,7937.0
Job vacancies - total,68-75 Real estate and scientific service activities,2010Q4,7985.0
Job vacancies - total,68-75 Real estate and scientific service activities,2011Q1,8739.0
Job vacancies - total,68-75 Real estate and scientific service activities,2011Q2,8868.0
Job vacancies - total,68-75 Real estate and scientific service activities,2011Q3,8192.0
Job vacancies - total,68-75 Real estate and scientific service activities,2011Q4,7811.0
Job vacancies - total,68-75 Real estate and scientific service activities,2012Q1,8469.0
Job vacancies - total,68-75 Real estate and scientific service activities,2012Q2,8390.0
Job vacancies - total,68-75 Real estate and scientific service activities,2012Q3,7574.0
Job vacancies - total,68-75 Real estate and scientific service activities,2012Q4,7429.0
Job vacancies - total,68-75 Real estate and scientific service activities,2013Q1,8605.0
Job vacancies - total,68-75 Real estate and scientific service activities,2013Q2,9211.0
Job vacancies - total,68-75 Real estate and scientific service activities,2013Q3,8377.0
Job vacancies - total,68-75 Real estate and scientific service activities,2013Q4,9038.0
Job vacancies - total,68-75 Real estate and scientific service activities,2014Q1,8781.0
Job vacancies - total,68-75 Real estate and scientific service activities,2014Q2,7863.0
Job vacancies - total,68-75 Real estate and scientific service activities,2014Q3,8332.0
Job vacancies - total,68-75 Real estate and scientific service activities,2014Q4,7427.0
Job vacancies - total,68-75 Real estate and scientific service activities,2015Q1,7141.0
Job vacancies - total,68-75 Real estate and scientific service activities,2015Q2,7319.0
Job vacancies - total,68-75 Real estate and scientific service activities,2015Q3,6467.0
Job vacancies - total,68-75 Real estate and scientific service activities,2015Q4,6612.0
Job vacancies - total,68-75 Real estate and scientific service activities,2016Q1,6775.0
Job vacancies - total,68-75 Real estate and scientific service activities,2016Q2,7077.0
Job vacancies - total,68-75 Real estate and scientific service activities,2016Q3,7177.0
Job vacancies - total,68-75 Real estate and scientific service activities,2016Q4,6979.0
Job vacancies - total,68-75 Real estate and scientific service activities,2017Q1,7312.0
Job vacancies - total,68-75 Real estate and scientific service activities,2017Q2,6807.0
Job vacancies - total,68-75 Real estate and scientific service activities,2017Q3,8168.0
Job vacancies - total,68-75 Real estate and scientific service activities,2017Q4,8795.0
Job vacancies - total,68-75 Real estate and scientific service activities,2018Q1,9370.0
Job vacancies - total,68-75 Real estate and scientific service activities,2018Q2,9520.0
Job vacancies - total,68-75 Real estate and scientific service activities,2018Q3,10177.0
Job vacancies - total,68-75 Real estate and scientific service activities,2018Q4,10302.0
Job vacancies - total,68-75 Real estate and scientific service activities,2019Q1,10475.0
Job vacancies - total,68-75 Real estate and scientific service activities,2019Q2,11574.0
Job vacancies - total,68-75 Real estate and scientific service activities,2019Q3,11557.0
Job vacancies - total,68-75 Real estate and scientific service activities,2019Q4,11645.0
Job vacancies - total,68-75 Real estate and scientific service activities,2020Q1,9824.0
Job vacancies - total,68-75 Real estate and scientific service activities,2020Q2,10096.0
Job vacancies - total,68-75 Real estate and scientific service activities,2020Q3,9931.0
Job vacancies - total,68-75 Real estate and scientific service activities,2020Q4,11199.0
Job vacancies - total,68-75 Real estate and scientific service activities,2021Q1,10620.0
Job vacancies - total,68-75 Real estate and scientific service activities,2021Q2,13590.0
Job vacancies - total,68-75 Real estate and scientific service activities,2021Q3,14581.0
Job vacancies - total,68-75 Real estate and scientific service activities,2021Q4,16023.0
Job vacancies - total,68-75 Real estate and scientific service activities,2022Q1,17080.0
Job vacancies - total,68-75 Real estate and scientific service activities,2022Q2,17629.0
Job vacancies - total,68-75 Real estate and scientific service activities,2022Q3,18102.0
Job vacancies - total,68-75 Real estate and scientific service activities,2022Q4,18150.0
Job vacancies - total,68-75 Real estate and scientific service activities,2023Q1,18802.0
Job vacancies - total,68-75 Real estate and scientific service activities,2023Q2,16793.0
Job vacancies - total,68-75 Real estate and scientific service activities,2023Q3,16333.0
Job vacancies - total,68-75 Real estate and scientific service activities,2023Q4,15421.0
Job vacancies - total,68-75 Real estate and scientific service activities,2024Q1,14889.0
Job vacancies - total,68-75 Real estate and scientific service activities,2024Q2,15170.0
Job vacancies - total,68-75 Real estate and scientific service activities,2024Q3,15397.0
